longitude,latitude
30.512868,50.466302
30.513073,50.466194
30.513281,50.466073
30.51348,50.465945
30.51368,50.465818
30.51389,50.465698
30.514093,50.465573
30.514301,50.465451
30.514507,50.465328
30.514711,50.465204
30.514913,50.465078
30.515115,50.464952
30.515317,50.464827
30.515519,50.464701
30.515725,50.464577
30.515917,50.464446
30.516107,50.464312
30.516288,50.464175
30.516459,50.464031
30.516594,50.463874
30.516726,50.463715
30.516857,50.463555
30.516984,50.463395
